Supplier,Supplier Domain,Product Name,Preferred Units,Band #,Length (bp),Mass,Note,Total Bands,Product URL
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,2,8000,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,3,6000,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,4,5000,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,5,4000,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,6,3000,125,reference band,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,7,2500,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,8,2000,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,9,1500,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,10,1000,125,reference band,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,11,750,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,12,500,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MIDSCI,shop.midsci.com,"FroggaMark, DNA Ladder 1 kb",bp,13,250,50,,13,"http://shop.midsci.com/productdetail/M50/DL5/FroggaMark,_DNA_Ladder_1kB,_500ul/"
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,1,3000,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,2,2000,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,3,1000,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,4,900,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,5,800,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,6,700,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,7,600,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,8,500,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,9,450,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,10,400,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,11,350,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,12,300,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,13,250,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,14,200,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,15,150,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,16,100,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,50 bp DNA Step Ladder,bp,17,50,50,,17,http://www.sigmaaldrich.com/catalog/product/sigma/S7025?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,1,4182,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,2,4059,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,3,3936,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,4,3813,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,5,3690,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,6,3567,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,7,3444,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,8,3321,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,9,3198,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,10,3075,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,11,2952,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,12,2829,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,13,2706,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,14,2583,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,15,2460,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,16,2337,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,17,2214,30,hidden,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,18,2091,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,19,1968,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,20,1845,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,21,1722,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,22,1599,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,23,1476,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,24,1353,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,25,1230,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,26,1107,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,27,984,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,28,861,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,29,738,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,30,615,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,31,492,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,32,369,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,33,246,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,123 bp DNA Ladder,bp,34,123,30,,34,http://www.sigmaaldrich.com/catalog/product/sigma/d5042?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,1,10000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,2,8000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,3,6000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,4,5000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,5,4000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,6,3000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,7,2500,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,8,2000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,9,1500,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,10,1000,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,1 kb DNA Ladder,bp,11,500,75,,11,http://www.sigmaaldrich.com/catalog/product/sigma/D0428?lang=en&region=US
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,1,1353,151,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,2,1078,120,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,3,872,97,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,4,603,67,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,5,310,34,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,6,281,32,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,7,271,30,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,8,234,26,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,9,194,22,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,10,118,13,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker IX,bp,11,72,8,,11,https://www.sigmaaldrich.com/US/en/product/roche/11449460001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,1,1114,102,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,2,900,83,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,3,692,63,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,4,501,46,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,5,489,45,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,6,438,40,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,7,320,29,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,8,242,22,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,9,190,17,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,10,147,13,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,11,124,11,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,12,110,10,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,13,67,6,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,14,37,3,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,15,34,3,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,16,26,2,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker VIII,bp,17,19,2,,17,https://www.sigmaaldrich.com/US/en/product/roche/11336045001
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,1,2642,280,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,2,750,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,3,700,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,4,650,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,5,600,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,6,550,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,7,500,100,reference band,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,8,450,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,9,400,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,10,350,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,11,300,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,12,250,100,reference band,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,13,200,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,14,150,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,15,100,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
MilliporeSigma,sigmaaldrich.com,DNA Molecular Weight Marker XIII (50 bp ladder),bp,16,50,40,,16,https://www.roche-applied-science.com/sis/cloning/cloning_content/mcct_010502.htm
