Supplier,Supplier Domain,Product Name,Preferred Units,Band #,Length (bp),Mass,Note,Total Bands,Product URL
Bioline,bioline.com,HyperLadder™ 1 kb Plus,bp,13,517,25,,15,http://www.bioline.com/us/hyperladder-1kb-plus.html
Bioline,bioline.com,HyperLadder™ 1 kb Plus,bp,14,500,25,,15,http://www.bioline.com/us/hyperladder-1kb-plus.html
Bioline,bioline.com,HyperLadder™ 1 kb Plus,bp,15,250,50,,15,http://www.bioline.com/us/hyperladder-1kb-plus.html
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,1,100,100,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,2,90,60,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,3,80,60,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,4,70,60,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,5,60,60,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,6,50,50,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,7,40,220,reference band,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,8,30,74,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,9,20,80,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,10 bp DNA Ladder,bp,10,10,80,,10,http://us.bioneer.com/products/laddersandmarkers/10bpDNALadder-technical.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,1,2000,80,reference band,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,2,1000,80,reference band,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,3,900,36,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,4,800,32,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,5,700,28,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,6,600,24,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,7,500,80,reference band,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,8,400,24,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,9,300,24,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,10,200,24,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,11,175,44,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,12,150,224,reference band,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,13,125,44,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,14,100,47,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,15,75,77,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,16,50,160,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,25/100 bp Mixed DNA Ladder,bp,17,25,172,,17,http://us.bioneer.com/products/laddersandmarkers/25100bpMixedDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,1,2000,226,reference band,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,2,1600,54,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,3,1200,40,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,4,1000,160,reference band,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,5,900,72,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,6,800,64,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,7,700,56,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,8,600,48,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,9,500,160,reference band,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,10,400,48,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,11,300,48,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,12,200,48,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp DNA Ladder,bp,13,100,56,,13,http://us.bioneer.com/products/laddersandmarkers/100bpDNALaddertechnical.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,1,10200,29,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,2,8000,29,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,3,5991,34,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,4,5007,34,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,5,4000,38,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,6,2961,48,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,7,2000,226,reference band,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,8,1600,54,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,9,1200,40,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,10,1000,160,reference band,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,11,900,72,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,12,800,64,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,13,700,56,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,14,600,48,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,15,500,160,reference band,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,16,400,48,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,17,300,48,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,18,200,48,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,100 bp Plus DNA Ladder,bp,19,100,56,,19,http://us.bioneer.com/products/laddersandmarkers/100bpPlusDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,1,10200,48,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,2,8029,47,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,3,5991,56,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,4,5007,56,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,5,4025,64,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,6,2961,200,reference band,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,7,2000,124,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,8,1600,125,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,9,1000,160,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bioneer,us.bioneer.com,1 kb DNA Ladder,bp,10,500,160,,10,http://us.bioneer.com/products/laddersandmarkers/1kbDNALadderoverview.aspx
Bionexus,bionexus.net,DNA Mass Marker,bp,1,4000,75,,5,http://www.bionexus.net/product/BN2055.html
Bionexus,bionexus.net,DNA Mass Marker,bp,2,2000,200,,5,http://www.bionexus.net/product/BN2055.html
Bionexus,bionexus.net,DNA Mass Marker,bp,3,1000,100,,5,http://www.bionexus.net/product/BN2055.html
Bionexus,bionexus.net,DNA Mass Marker,bp,4,500,50,,5,http://www.bionexus.net/product/BN2055.html
Bionexus,bionexus.net,DNA Mass Marker,bp,5,100,20,,5,http://www.bionexus.net/product/BN2055.html
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,1,10000,30,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,2,8000,30,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,3,6000,45,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,4,4000,60,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,5,3000,85,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,6,2000,150,reference band,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,7,1550,100,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,8,1400,100,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,9,1000,120,reference band,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,10,750,30,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,11,500,60,reference band,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,12,400,20,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,13,300,40,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,14,200,30,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,15,100,20,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Hi-Lo DNA Marker,bp,16,50,15,,16,http://www.bionexus.net/Merchant2/merchant.mvc?Screen=PROD&amp;Store_Code=Bionexus%2C+Inc.&amp;Product_Code=BN2050&amp;Category_Code=
Bionexus,bionexus.net,Lo DNA Marker,bp,1,2000,150,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,2,1550,100,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,3,1400,100,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,4,1000,120,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,5,750,30,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,6,500,60,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,7,400,20,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,8,300,40,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,9,200,30,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,10,100,20,,11,http://www.bionexus.net/product/BN2051.html
Bionexus,bionexus.net,Lo DNA Marker,bp,11,50,15,,11,http://www.bionexus.net/product/BN2051.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,1,1500,80,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,2,1200,70,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,3,1000,66,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,4,900,60,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,5,800,54,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,6,700,46,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,7,600,40,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,8,500,134,reference band,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,9,450,46,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,10,400,54,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,11,350,36,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,12,300,40,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,13,250,50,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,14,200,134,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,15,150,60,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,16,100,54,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,50 bp DNA Ladder,bp,17,50,60,,17,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/50-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,1,3000,108,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,2,2000,147,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,3,1500,116,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,4,1000,77,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,5,800,62,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,6,700,54,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,7,600,46,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,8,500,150,reference band,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,9,400,60,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,10,300,56,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,11,200,60,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,100 bp DNA Ladder,bp,12,100,60,,12,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/100-bp-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,1,10000,80,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,2,8000,80,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,3,6000,80,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,4,5000,80,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,5,4000,80,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,6,3000,120,reference band,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,7,2500,123,reference band,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,8,2000,81,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,9,1500,73,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,10,1000,41,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,11,700,57,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,12,500,61,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
biotechrabbit,biotechrabbit.com,1 kb DNA Ladder,bp,13,300,44,,13,http://www.biotechrabbit.com/products/electrophoresis-ladders/dna-electrophoresis/1-kb-dna-ladder-ready-to-use.html
Biotium,biotium.com,100 bp DNA Ladder,bp,1,1500,109,reference band,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,2,1000,75,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,3,900,60,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,4,800,60,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,5,700,41,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,6,600,45,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,7,500,128,reference band,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,8,400,60,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,9,300,53,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,10,200,60,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,100 bp DNA Ladder,bp,11,100,60,,11,https://biotium.com/product/100-bp-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,1,10000,42,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,2,8000,42,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,3,6000,42,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
Biotium,biotium.com,1 kb DNA Ladder,bp,4,5000,42,,13,https://biotium.com/product/1-kb-dna-ladder-ready-to-load/
